,0,1,2,3,4,5,6,7,8,9,10
0,0.9167,0.9956,0.996,0.9965,0.9796,0.9032,0.9978,0.9974,0.0474,0.9974,0.997
1,0.915,0.9956,0.9943,1.0009,0.9488,0.9032,0.9978,0.9974,0.0457,0.9974,0.997
2,0.9133,0.9956,0.9943,0.9965,0.9336,0.9015,0.9978,0.9974,0.0457,0.9974,0.997
3,0.9133,0.9956,0.9943,0.9965,0.9302,0.9015,0.9978,0.9974,0.0372,0.9974,0.997
4,0.9133,0.9939,0.9943,0.9965,0.99,0.9015,0.9978,0.9974,0.0541,0.9974,0.997
5,0.9116,0.9956,0.9943,0.9965,0.9285,0.8998,0.9978,0.9974,0.0558,0.9974,0.9952
6,0.9116,0.9921,0.996,0.9965,0.9302,0.9015,0.9978,0.9974,0.0406,0.9974,0.997
7,0.9133,0.9956,0.9943,0.9965,0.9336,0.9357,0.9978,0.9974,0.0609,0.9974,0.997
8,0.9116,0.9956,0.996,1.0009,0.9674,0.8981,0.9978,0.9974,0.0457,0.9957,0.997
9,0.9116,0.9956,0.996,0.9965,0.9319,0.8981,0.9961,0.9974,0.0524,0.9974,0.9952
10,0.9133,0.9956,0.996,0.9965,0.99,0.8981,0.9978,0.9974,0.049,0.9974,0.9952
11,0.9116,0.9956,0.996,0.9965,0.957,0.8998,0.9978,0.9974,0.0423,0.9974,0.997
12,0.9133,0.9956,0.996,0.9965,0.9674,0.9049,0.9978,0.9974,0.0423,0.9957,0.997
13,0.9116,0.9939,0.996,0.9965,0.9336,0.8981,0.9978,0.9974,0.049,0.9957,0.997
14,0.9032,0.9939,0.9943,0.9965,0.9285,0.8998,0.9978,0.9974,0.0372,0.9974,0.997
15,0.9133,0.9956,0.996,0.9965,0.9553,0.8998,0.9978,0.9974,0.0338,0.9974,0.997
16,0.9116,0.9956,0.996,0.9965,0.9421,0.8981,0.9978,0.9974,0.0423,0.9957,0.997
17,0.9116,0.9956,0.996,0.9965,0.957,0.9339,0.9978,0.9974,0.0389,0.9974,0.997
18,0.9133,0.9956,0.996,0.9965,0.9319,0.9339,0.9978,0.9974,0.0524,0.9974,0.997
19,0.9116,0.9939,0.996,0.9965,0.9302,0.8981,0.9978,0.9974,0.044,0.9974,0.9952
20,0.9133,0.9956,0.996,1.0009,0.9917,0.8964,0.9978,0.9974,0.0372,0.9974,0.997
21,0.9116,0.9956,0.996,0.9965,0.9587,0.8998,0.9978,0.9974,0.0592,0.9974,0.997
22,0.9116,0.9939,0.996,0.9965,0.9488,0.8998,0.9978,0.9974,0.0389,0.9974,0.997
23,0.9116,0.9956,0.996,0.9965,0.957,0.8981,0.9978,0.9974,0.0375,0.9974,0.997
24,0.9116,0.9939,0.996,0.9948,0.957,0.8981,0.9978,0.9974,0.0355,0.9974,0.997
25,0.9116,0.9956,0.996,0.9948,0.9657,0.9357,0.9978,0.9974,0.0457,0.9957,0.997
26,0.9099,0.9904,0.9943,0.9965,0.9404,0.8981,0.9961,0.9974,0.0457,0.9974,0.997
27,0.9116,0.9939,0.996,0.9948,0.9319,0.9339,0.9978,0.9974,0.0541,0.9974,0.997
28,0.8863,0.9939,0.9943,0.9983,0.9605,0.8964,0.9978,0.9974,0.0389,0.9974,0.997
29,0.8592,0.9956,0.996,0.9965,0.9336,0.9374,0.9978,0.9974,0.0423,0.9957,0.997
30,0.8321,0.9956,0.996,0.9965,0.9336,0.8981,0.9978,0.9974,0.0575,0.9974,0.997
31,0.8051,0.9956,0.9943,0.9965,0.9336,0.8981,0.9978,0.9974,0.0457,0.9974,0.997
32,0.7797,0.9956,0.9943,0.9965,0.9353,0.9357,0.9978,0.9974,0.0597,0.9974,0.997
33,0.7526,0.9939,0.996,0.9948,0.9692,0.8981,0.9978,0.9974,0.0575,0.9974,0.997
34,0.7256,0.9956,0.996,0.9965,0.9587,0.8981,0.9978,0.9974,0.0423,0.9974,0.997
35,0.7002,0.9939,0.9943,0.9965,0.9319,0.9357,0.9978,0.9974,0.0592,0.9974,0.997
36,0.6732,0.9956,0.996,0.9948,0.9404,0.8998,0.9978,0.9974,0.0338,0.9974,0.997
37,0.6512,0.9956,0.9943,0.9983,0.9319,0.9357,0.9978,0.9974,0.0546,0.9957,0.997
38,0.6224,0.9956,0.9943,0.9965,0.9587,0.8998,0.9978,0.9974,0.0592,0.9974,0.997
39,0.5852,0.9956,0.9943,0.9965,0.964,0.911,0.9961,0.9974,0.0324,0.9974,0.997
40,0.5734,0.9956,0.996,0.9965,0.964,0.8793,0.9978,0.9974,0.0375,0.9974,0.9455
41,0.5446,0.9939,0.9943,0.9948,0.9657,0.8511,0.9978,0.9974,0.0358,0.9974,0.9761
